year,doi,title,authors,number.authors,citations,source.pages.count
1999,10.1118/1.598698,Assessment of the relative dose distribution around an <SUP>192</SUP>Ir line source using a liquid ionization chamber,"Bahar-Gogani, J ; Wickman, G ; Johansson, L ; Johansson, BE",4,9,11
1999,10.1118/1.598699,Treatment planning considerations and quality assurance for CT-guided transischiorectal implantation of the prostate,"Molloy, JA ; Williams, MB",2,3,9
1999,10.1118/1.598700,Monte Carlo simulations of prostate implants to improve dosimetry and compare planning methods,"Taschereau, R ; Roy, J ; Pouliot, J",3,45,8
1999,10.1118/1.598701,"Values of ""<i>S,</i>"" ⟨<i>z</i><sub>1</sub>⟩, and ⟨<i>z</i><sub>1</sub><SUP>2</SUP>⟩ for dosimetry using alpha-particle emitters","Stinchcomb, TG ; Roeske, JC",2,17,12
1999,10.1118/1.598702,Setup verification in linac-based radiosurgery,"Falco, T ; Lachaine, M ; Poffenbarger, B ; Podgorsak, EB ; Fallone, BG",5,13,7
1999,10.1118/1.598784,"Sensitivity studies of beam directionality, beam size, and neutron spectrum for a fission converter-based epithermal neutron beam for boron neutron capture therapy","Sakamoto, S ; Kiger, WS ; Harling, OK",3,32,10
1999,10.1118/1.598703,Fission converter and metal-oxide-semiconductor field effect transistor study of thermal neutron flux distribution in an epithermal neutron therapy beam,"Kaplan, GI ; Rosenfeld, AB ; Allen, BJ ; Coderre, JA ; Liu, HYB",5,11,6
1999,10.1118/1.598704,Analytical considerations of beam hardening in medical accelerator photon spectra,"Kleinschmidt, C",1,17,5
1999,10.1118/1.598706,Optimal configuration of multiple-focused ultrasound transducers for external hyperthermia,"Lin, WL ; Chen, YY ; Lin, SY ; Yen, JY ; Shieh, MJ ; Kuo, TS",6,7,10
1999,10.1118/1.598707,Thermal dosimetry of a focused ultrasound beam <i>in vivo</i> by magnetic resonance imaging,"Chung, AH ; Jolesz, FA ; Hynynen, K",3,151,10
1999,10.1118/1.598718,The potential for radiation-induced skin damage in interventional neuroradiological procedures: A review of 522 cases using automated dosimetry,"O'Dea, TJ ; Geise, RA ; Ritenour, ER",3,37,7
1999,10.1118/1.598722,The roles of multileaf collimators and micro-multileaf collimators in conformal and conventional nasopharyngeal carcinoma radiotherapy treatments,"Cheung, KY ; Choi, PHK ; Chau, RMC ; Lee, LKY ; Teo, PML ; Ngar, YK",6,10,9
1999,10.1118/1.598723,A comparison of beam characteristics for gated and nongated clinical x-ray beams,"Ramsey, CR ; Cordrey, IL ; Oliver, AL",3,58,6
1999,10.1118/1.598724,Changes in incident photon fluence of 6 and 18 MV x rays caused by blocks and block trays,"Jursinic, PA",1,9,7
1999,10.1118/1.598725,Effect of electron contamination on scatter correction factors for photon beam dosimetry,"Venselaar, J ; Heukelom, S ; Jager, N ; Mijnheer, B ; van der Laarse, R ; van Gasteren, H ; van Kleffens, H ; Westermann, C",8,13,8
1999,10.1118/1.598726,Measurement of the collection efficiency of a large volume spherical ionization chamber in megavoltage therapy beams,"Biggs, PJ ; Nogueira, IP",2,7,6
1999,10.1118/1.598727,Monte Carlo simulations of the imaging performance of metal plate/phosphor screens used in radiotherapy,"Kausch, C ; Schreiber, B ; Kreuder, F ; Schmidt, R ; Dössel, O",5,56,12
1999,10.1118/1.598728,A system for three-dimensional dosimetric verification of treatment plans in intensity-modulated radiotherapy with heavy ions,"Karger, CP ; Jäkel, O ; Hartmann, GH ; Heeg, P",4,96,8
1999,10.1118/1.598729,Clinical implementation of a Monte Carlo treatment planning system,"Ma, CM ; Mok, E ; Kapur, A ; Pawlicki, T ; Findley, D ; Brain, S ; Forster, K ; Boyer, AL",8,234,11
1999,10.1118/1.598730,The use of radiographic firm for linear accelerator stereotactic radiosurgical dosimetry,"Robar, JL ; Clark, BG",2,59,7
1999,10.1118/1.598731,Morphology-guided radiosurgery treatment planning and optimization for multiple isocenters,"Wu, QJ ; Bourland, JD",2,39,10
1999,10.1118/1.598732,Treatment head design for multileaf collimated high-energy electrons,"Karlsson, MG ; Karlsson, M ; Ma, CM",3,49,7
1999,10.1118/1.598733,Quantitative angiographic blood-flow measurement using pulsed intra-arterial injection,"Holdsworth, DW ; Drangova, M ; Fenster, A",3,13,8
1999,10.1118/1.598821,Feature selection with limited datasets,"Kupinski, MA ; Giger, ML",2,51,7
1999,10.1118/1.598734,Comparison between measured and predicted attenuation curves of x-ray beams,"Delgado, V",1,3,7
1999,10.1118/1.598735,Refraction-enhanced x-ray imaging of mouse lung using synchrotron radiation source,"Yagi, N ; Suzuki, Y ; Umetani, K ; Kohmura, Y ; Yamasaki, K",5,109,4
1999,10.1118/1.598736,A synchrotron radiation microtomography system for the analysis of trabecular bone samples,"Salomé, M ; Peyrin, F ; Cloetens, P ; Odet, C ; Laval-Jeantet, AM ; Baruchel, J ; Spanne, P",7,233,11
1999,10.1118/1.598777,Performance evaluation of a multi-slice CT system,"McCollough, CH ; Zink, FE",2,278,8
1999,10.1118/1.598778,A simple theorem relating noise anti patient dose in computed tomography,"Harpen, MD",1,32,4
1999,10.1118/1.598779,Dose reduction in CT by anatomically adapted tube current modulation. 1. Simulation studies,"Gies, M ; Kalender, WA ; Wolf, H ; Suess, C ; Madsen, MT",5,265,13
1999,10.1118/1.598738,Dose reduction in CT by anatomically adapted tube current modulation. II. Phantom measurements,"Kalender, WA ; Wolf, H ; Suess, C",3,283,6
1999,10.1118/1.598739,On the statistical nature of mammograms,"Heine, JJ ; Deans, SR ; Velthuizen, RP ; Clarke, LP",4,72,12
1999,10.1118/1.598740,Effect of display luminance on the feature detection rates of masses in mammograms,"Hemminger, BM ; Dillon, AW ; Johnston, RE ; Muller, KE ; Deluca, MC ; Coffey, CS ; Pisano, ED",7,12,7
1999,10.1118/1.598741,Analysis of the detective quantum efficiency of a developmental detector for digital mammography,"Williams, MB ; Simoni, PU ; Smilowitz, L ; Stanton, M ; Phillips, W ; Stewart, A",6,71,13
1999,10.1118/1.598742,Use of a slit camera for MTF measurements,"Bradford, CD ; Peppler, WW ; Waidelich, JM",3,20,9
1999,10.1118/1.598743,Computerized radiographic texture measures for characterizing bone strength: A simulated clinical setup using femoral neck specimens,"Chinander, MR ; Giger, ML ; Martell, JM ; Jiang, C ; Favus, MJ",5,25,6
1999,10.1118/1.598744,Scatter and veiling glare estimation based on sampled primary intensity,"Zhou, YF ; Mathur, T ; Molloi, S",3,19,10
1999,10.1118/1.598745,Estimation of the depth-dependent component of the point spread function of SPECT,"Beekman, FJ ; Slijpen, ETP ; de Jong, HWAM ; Viergever, MA",4,13,12
1999,10.1118/1.598746,A mathematical model of motion of the heart for use in generating source and attenuation maps for simulating emission imaging,"Pretorius, PH ; King, MA ; Tsui, BMW ; LaCroix, KJ ; Xia, WS",5,97,10
1999,10.1118/1.598747,Differential attenuation method for simultaneous estimation of activity and attenuation in multiemission single photon emission computed tomography,"Kaplan, MS ; Haynor, DR",2,5,8
1999,10.1118/1.598748,An automated iterative algorithm for water and fat decomposition in three-point Dixon magnetic resonance imaging,"Chen, QS ; Schneider, E ; Aghazadeh, B ; Weinhous, MS ; Humm, J ; Ballon, D",6,7,7
1999,10.1118/1.598749,Estimation theory and model parameter selection for therapeutic treatment plan optimization,"Xing, L ; Li, JG ; Pugachev, A ; Le, QT ; Boyer, AL",5,43,11
1999,10.1118/1.598750,Application of constrained optimization to radiotherapy planning,"Sauer, OA ; Shepard, DM ; Mackie, TR",3,23,8
1999,10.1118/1.598751,The development of target-eye-view maps for selection of coplanar or noncoplanar beams in conformal radiotherapy treatment planning,"Cho, BCJ ; Roa, WH ; Robinson, D ; Murray, B",4,26,6
1999,10.1118/1.598752,Dosimetric verification of intensity modulated beams produced with dynamic multileaf collimation using an electronic portal imaging device,"Pasma, KL ; Dirkx, MLP ; Kroonwijk, M ; Visser, AG ; Heijmen, BJM",5,97,6
1999,10.1118/1.598753,Matching photon and electron fields with dynamic intensity modulation,"Li, JG ; Xing, L ; Boyer, AL ; Hamilton, RJ ; Spelbring, DR ; Turian, JV",6,22,6
1999,10.1118/1.598754,A practical method for the calculation of multileaf collimator shaped fields output factors,"Yuen, K ; Al-Ghazi, MSAL ; Swift, CL ; White, CA",4,6,5
1999,10.1118/1.598755,Comparison of algorithms for multileaf collimator field segmentation,"Que, W",1,76,7
1999,10.1118/1.598756,Quantization of setup uncertainties in 3-D dose calculations,"Lujan, AE ; Ten Haken, RK ; Larsen, EW ; Balter, JM",4,45,6
1999,10.1118/1.598757,Portal dosimetry using x-ray film: An experimental and computational study,"Zhu, YP ; Yeo, JI",2,3,7
1999,10.1118/1.598758,Potential and role of a prototype amorphous silicon array electronic portal imaging device in breathing synchronized radiotherapy,"Kubo, HD ; Shapiro, EG ; Seppi, EJ",3,21,5
1999,10.1118/1.598759,Treatment field shape verification using elliptic Fourier transform,"Gao, QH ; Yin, FF ; Nie, KW",3,2,7
1999,10.1118/1.598760,Three-dimensional anatomy setup verification by correlation of orthogonal portal images and digitally reconstructed radiographs,"Sirois, LM ; Hristov, DH ; Fallone, BG",3,18,7
1999,10.1118/1.598761,Verification of the alignment of a therapeutic radiation beam relative to its patient positioner,"Barkhof, J ; Schut, G ; Flanz, JB ; Goitein, M ; Schippers, JM",5,13,9
1999,10.1118/1.598763,Spectra and air-kerma strength for encapsulated <SUP>192</SUP>Ir sources,"Borg, J ; Rogers, DWO",2,76,4
1999,10.1118/1.598764,Refinements to the geometry factor used in the AAPM Task Group Report No. 43 necessary for brachytherapy dosimetry calculations,"Rivard, MJ",1,40,6
1999,10.1118/1.598813,Dose model for a beta-emitting stent in a realistic artery consisting of soft tissue and plaque,"Janicki, C ; Duggan, DM ; Gonzalez, A ; Coffey, CW ; Rahdert, DA",5,21,10
1999,10.1118/1.598814,Radiochromic film dosimetry of a high dose rate beta source for intravascular brachytherapy,"Duggan, DM ; Coffey, CW ; Lobdell, JL ; Schell, MC",4,27,4
1999,10.1118/1.598765,Dosimetric characterization of a new design <SUP>103</SUP>palladium brachytherapy source,"Wallace, RE ; Fan, JJ",2,48,6
1999,10.1118/1.598766,Assessment of the strength of individual <SUP>192</SUP>Ir seeds in ribbons,"Thomadsen, B ; DeWerd, L ; McNutt, T ; DeWerd, S ; Schmidt, D",5,3,5
1999,10.1118/1.598767,Fluorescence <SUP>125</SUP>I eye applicator,"Bambynek, M ; Flühs, D ; Heintz, M ; Kolanoski, H ; Wegener, D ; Quast, U",6,9,6
1999,10.1118/1.598768,Paired Mg and Mg(B) ionization chambers for the measurement of boron neutron capture dose in neutron beams,"Burmeister, J ; Kota, C ; Yudelev, M ; Maughan, RL",4,7,6
1999,10.1118/1.598769,Boron self-shielding effects on dose delivery of neutron capture therapy using epithermal beam and boronophenylalanine,"Ye, SJ",1,22,6
1999,10.1118/1.598770,Monte Carlo simulation of a typical <SUP>60</SUP>Co therapy source,"Mora, GM ; Maio, A ; Rogers, DWO",3,168,9
1999,10.1118/1.598771,A Monte Carlo comparison of the response of the PTW-diamond and the TL-diamond detectors in megavoltage photon beams,"Mobit, PN ; Sandison, GA",2,11,5
1999,10.1118/1.598772,CCD imaging for optical tomography of gel radiation dosimeters,"Wolodzko, JG ; Marsden, C ; Appleby, A",3,70,6
1999,10.1118/1.598787,Evaluation of neutron dose in the maze of medical electron accelerators,"Carinou, E ; Kamenopoulou, V ; Stamatelatos, IE",3,21,6
1999,10.1118/1.598790,"Radial dose distribution, dose to water and dose rate constant for monoenergetic photon point sources from 10 keV to 2 MeV: EGS4 Monte Carlo model calculation","Luxton, G ; Jozsef, G",2,41,8
1999,10.1118/1.598791,Preprocessing of control portal images for patient setup verification during the treatments in external radiotherapy,"Hilt, G ; Wolf, D ; Aletti, P",3,2,11
1999,10.1118/1.598792,Distance-dose curve for a miniature x-ray tube for stereotactic radiosurgery using an optimized aperture with a parallel-plate ionization chamber,"Biggs, PJ ; Beatty, J ; Yasuda, T",3,4,5
1999,10.1118/1.598793,Miniature scintillating detector for small field radiation therapy,"Létourneau, D ; Pouliot, J ; Roy, R",3,87,7
1999,10.1118/1.598794,Intensity-modulation radiotherapy using independent collimators: An algorithm study,"Dai, JR ; Hu, YM",2,33,9
1999,10.1118/1.598795,Evaluation of a commercial three-dimensional electron beam treatment planning system,"Ding, GX ; Cygler, JE ; Zhang, GG ; Yu, MK",4,20,10
1999,10.1118/1.598796,Comparative measurements on a series of accelerators by the same vendor,"Watts, RJ",1,31,5
1999,10.1118/1.598798,Finding mechanisms responsible for the spectral distribution of electron beams produced by a linear accelerator,"Kok, JGM ; Welleweerd, J",2,14,8
1999,10.1118/1.598799,Nuclear interactions of 160 MeV protons stopping in copper: A test of Monte Carlo nuclear models,"Gottschalk, B ; Platais, R ; Paganetti, H",3,32,5
1999,10.1118/1.598800,Correction for geometric image distortion in the x-ray imaging chain: Local technique versus global technique,"Gronenschild, E",1,53,15
1999,10.1118/1.598801,Spatially varying longitudinal aliasing and resolution in spiral computed tomography,"Yen, SY ; Rubin, GD ; Napel, S",3,24,9
1999,10.1118/1.598802,Experimental verification of a CT-based Monte Carlo dose-calculation method in heterogeneous phantoms,"Wang, L ; Lovelock, M ; Chui, CS",3,23,9
1999,10.1118/1.598803,Cone-beam computed tomography with a flat-panel imager: Effects of image lag,"Siewerdsen, JH ; Jaffray, DA",2,130,13
1999,10.1118/1.598804,The effect of pitch in multislice spiral/helical CT,"Wang, G ; Vannier, MW",2,44,6
1999,10.1118/1.598805,Classifier design for computer-aided diagnosis: Effects of finite sample size on the mean performance of classical and neural network classifiers,"Chan, HP ; Sahiner, B ; Wagner, RF ; Petrick, N",4,130,15
1999,10.1118/1.598806,A regional registration technique for automated interval change analysis of breast lesions on mammograms,"Sanjay-Gopal, S ; Chan, HP ; Wilson, T ; Helvie, M ; Petrick, N ; Sahiner, B",6,38,11
1999,10.1118/1.598807,Detective quantum efficiency dependence on x-ray energy weighting in mammography,"Cahn, RN ; Cederström, B ; Danielsson, M ; Hall, A ; Lundqvist, M ; Nygren, D",6,121,4
1999,10.1118/1.598808,Area x-ray beam equalization for digital angiography,"Molloi, S ; Tang, J ; Mather, T ; Zhou, YF",4,17,9
1999,10.1118/1.598809,Automatic quality assessment protocol for MRI equipment,"Bourel, P ; Gibon, D ; Coste, E ; Daanen, V ; Rousseau, J",5,38,8
2000,10.1118/1.598851,Computerized analysis of mammographic parenchymal patterns for breast cancer risk assessment: Feature selection,"Huo, ZM ; Giger, ML ; Wolverton, DE ; Zhong, WM ; Cumming, S ; Olopade, OI",6,79,9
2000,10.1118/1.598852,Segmentation of suspicious clustered microcalcifications in mammograms,"Gavrielides, MA ; Lo, JY ; Vargas-Voracek, R ; Floyd, CE",4,43,10
2000,10.1118/1.598853,An iterative approach to the beam hardening correction in cone beam CT,"Hsieh, J ; Molthen, RC ; Dawson, CA ; Johnson, RH",4,222,7
2000,10.1118/1.598854,Three-dimensional computed tomographic reconstruction using a C-arm mounted XRII: Image-based correction of gantry motion nonidealities,"Fahrig, R ; Holdsworth, DW",2,105,9
2000,10.1118/1.598855,Efficient correction for CT image artifacts caused by objects extending outside the scan field of view,"Ohnesorge, B ; Flohr, T ; Schwarz, K ; Heiken, JP ; Bae, KT",5,217,8
2000,10.1118/1.598856,Contralateral subtraction: A novel technique for detection of asymmetric abnormalities on digital chest radiographs,"Li, Q ; Katsuragawa, S ; Ishida, T ; Yoshida, H ; Tsukuda, S ; MacMahon, H ; Doi, K",7,36,9
2000,10.1118/1.598857,Digital radiography enhancement by nonlinear multiscale processing,"Stahl, M ; Aach, T ; Dippel, S",3,66,10
2000,10.1118/1.598872,A lesion detectability simulation method for digital x-ray imaging,"Cooper, VN ; Boone, JM ; Seibert, JA",3,10,9
2000,10.1118/1.598858,Computerized analysis of radiographic bone patterns: Effect of imaging conditions on performance,"Chinander, MR ; Giger, ML ; Martell, JM ; Favus, MJ",4,19,11
2000,10.1118/1.598859,Signal-to-noise ratio and spatial resolution in x-ray electronic imagers: Is the MTF a relevant parameter?,"Moy, JP",1,64,8
2000,10.1118/1.598860,Statistical approach for image quality evaluation in daily medical practice,"Gurvich, VA",1,10,7
2000,10.1118/1.598861,Elasticity reconstruction from experimental MR displacement data: initial experience with an overlapping subzone finite element inversion process,"Van Houten, EEW ; Weaver, JB ; Miga, MI ; Kennedy, FE ; Paulsen, KD",5,62,7
2000,10.1118/1.598862,Bandpass optical flow for tagged MRI,"Prince, JL ; Gupta, SN ; Osman, NF",3,16,11
2000,10.1118/1.598863,Validation of K x-ray fluorescence bone lead measurements by inductively coupled plasma mass spectrometry in cadaver legs,"Aro, A ; Amarasiriwardena, C ; Lee, ML ; Kim, R ; Hu, H",5,33,5
2000,10.1118/1.598873,Limitations of the point and line source approximations for the determination of geometry factors around brachytherapy sources,"Karaiskos, P ; Sakelliou, L ; Sandilos, P ; Vlachas, L",4,37,5
2000,10.1118/1.598875,Monte Carlo calculations of dose rate distributions around the Amersham CDCS-M-type <SUP>137</SUP>Cs source,"Casal, E ; Ballester, F ; Lluch, JL ; Pérez-Calatayud, J ; Lliso, F",5,30,9
2000,10.1118/1.598877,Toward a statistically relevant calibration end point for prostate seed implants,"Rosenzweig, DP ; Schell, MC ; Yu, Y",3,6,7
2000,10.1118/1.598879,Automated Gamma Knife dose planning using polygon clipping and adaptive simulated annealing,"Leichtman, GS ; Aita, AL ; Goldman, HW",3,13,9
2000,10.1118/1.598881,A virtual source model for Monte Carlo modeling of arbitrary intensity distributions,"Chetty, I ; DeMarco, JJ ; Solberg, TD",3,55,7
2000,10.1118/1.598882,A language for generating tomographic images of mathematical phantoms,"Mooij, RB ; Amols, HI",2,2,7
2000,10.1118/1.598883,Electron beam modeling and commissioning for Monte Carlo treatment planning,"Jiang, SB ; Kapur, A ; Ma, CM",3,57,12
2000,10.1118/1.598884,"A Monte Carlo dosimetry-based evaluation of the <SUP>7</SUP>Li(<i>p, n</i>)<SUP>7</SUP>Be reaction near threshold for accelerator boron neutron capture therapy","Lee, CL ; Zhou, XL ; Kudchadker, RJ ; Harmon, F ; Harker, YD",5,69,11
2000,10.1118/1.598885,Development and construction of a neutron beam line for accelerator-based boron neutron capture synovectomy,"Gierga, DP ; Yanch, JC ; Shefer, RE",3,18,12
2000,10.1118/1.598886,IORT apparatus design improvement through the evaluation of electron spectral distributions using Monte Carlo methods,"Price, RA ; Ayyangar, KM",2,3,6
2000,10.1118/1.598864,Reliability of water proton chemical shift temperature calibration for focused ultrasound ablation therapy,"Wu, T ; Kendell, KR ; Felmlee, JP ; Lewis, BD ; Ehman, RL",5,19,4
2000,10.1118/1.598865,"Evaluation of the contribution of capture gamma rays, x-ray leakage, and scatter to the photon dose at the maze door for a high energy medical electron accelerator using a Monte Carlo particle transport code","McGinley, PH ; Dhaba'an, AH ; Reft, CS",3,10,6
2000,10.1118/1.598887,Estimation of the dose at the maze entrance for x-rays from radiotherapy linear accelerators,"Al-Affan, IAM",1,12,8
2000,10.1118/1.598866,Improved spatial resolution by MOSFET dosimetry of an x-ray microbeam,"Kaplan, GI ; Rosenfeld, AB ; Allen, BJ ; Booth, JT ; Carolan, MG ; Holmes-Siedle, A",6,40,6
2000,10.1118/1.598867,Optical density changes of Gafchromic MD-55 film resulting from laser light exposure at wavelengths of 671 nm and 633 nm,"Sullivan, PR ; Hasson, BF ; Grossman, CH ; Simpson, LD",4,11,7
2000,10.1118/1.598868,The finite element model for the propagation of light in scattering media: A direct method for domains with nonscattering regions,"Arridge, SR ; Dehghani, H ; Schweiger, M ; Okada, E",4,142,13
2000,10.1118/1.598830,Performance analysis of a new semiorthogonal spline wavelet compression algorithm for tonal medical images,"Thompson, SK ; Hazle, JD ; Schomer, DF ; Elekes, AA ; Johnston, DA ; Huffman, J ; Chui, CK",7,8,13
2000,10.1118/1.598831,"Strategies to improve the signal and noise performance of active matrix, flat-panel imagers for diagnostic x-ray applications","Antonuk, LE ; Jee, KW ; El-Mohri, Y ; Maolinbay, M ; Nassif, S ; Rong, X ; Zhao, Q ; Siewerdsen, JH ; Street, RA ; Shah, KS",10,150,18
2000,10.1118/1.598832,An interlaboratory measurement of screen-film speed and average gradient according to ISO 9236-1,"Buhr, E ; Bergmann, D ; Hoeschen, D ; Ailliet, M ; Sirand-Rey, G ; Gazzola, C ; Uras, S",7,6,5
2000,10.1118/1.598833,Photon scatter in portal images: Physical characteristics of pencil beam kernels generated using the EGS Monte Carlo code,"McCurdy, BMC ; Pistorius, S",2,26,9
2000,10.1118/1.598834,Automatic on-line electronic portal image analysis with a wavelet-based edge detector,"Petrascu, O ; Bel, A ; Linthout, N ; Verellen, D ; Soete, G ; Storme, G",6,19,9
2000,10.1118/1.598835,Monte Carlo studies of the exit photon spectra and dose to a metal/phosphor portal imaging screen,"Yeboah, C ; Pistorius, S",2,27,10
2000,10.1118/1.598836,Dose calculation for asymmetric photon fields with independent jaws and multileaf collimators,"Araki, F ; Ikeda, R ; Moribe, N ; Shirakawa, Y ; Hatemura, M ; Shimonobou, T ; Hirata, Y ; Takada, T ; Takahashi, M ; Matoba, M",10,5,6
2000,10.1118/1.598837,Breathing-synchronized radiotherapy program at the University of California Davis Cancer Center,"Kubo, HD ; Len, PM ; Minohara, S ; Mostafavi, H",4,248,8
2000,10.1118/1.598838,A computerized remote table control for fast on-line patient repositioning: Implementation and clinical feasibility,"Bel, A ; Petrascu, O ; Van de Vondel, I ; Coppens, L ; Linthout, N ; Verellen, D ; Storme, G",7,35,5
2000,10.1118/1.598839,Modification of the University of Washington Neutron Radiotherapy Facility for optimization of neutron capture enhanced fast-neutron therapy,"Nigg, DW ; Wemple, CA ; Risler, R ; Hartwell, JK ; Harker, YD ; Laramore, GE",6,29,9
2000,10.1118/1.598840,Multi-layer energy filter for realizing conformal irradiation in charged particle therapy,"Sakae, T ; Nohtomi, A ; Maruhashi, A ; Sato, M ; Terunuma, T ; Kohno, R ; Akine, Y ; Hayakawa, Y ; Koike, Y",9,18,6
2000,10.1118/1.598841,Dosimetric perturbations of linear array of β-emitter seeds and metallic stent in intravascular brachytherapy,"Ye, SJ ; Li, XA ; Zimmer, JR ; Chu, JC ; Choi, CK",5,25,7
2000,10.1118/1.598842,Comparison of seed loading approaches in prostate brachytherapy,"Butler, WM ; Merrick, GS ; Lief, JH ; Dorsey, AT",4,59,12
2000,10.1118/1.598843,Modeling dose response in the presence of spatial variations in dose rate,"Ebert, MA ; Zavgorodni, SF",2,6,8
2000,10.1118/1.598844,A model for photon detection and dosimetry with superheated emulsions,"d'Errico, F ; Nath, R ; Nolte, R",3,29,9
2000,10.1118/1.598845,Oximetry based on diffuse photon density wave differentials,"Ntziachristos, V ; Kohl, M ; Ma, HY ; Chance, B",4,8,12
2000,10.1118/1.598892,On the beam quality specification of high-energy photons for radiotherapy dosimetry,"Andreo, P",1,27,7
2000,10.1118/1.598912,Determination of the urethral dose in prostate brachytherapy when the urethra cannot be visualized in the postimplant CT scan,"Waterman, FM ; Dicker, AP",2,25,4
2000,10.1118/1.598913,Detection of internal organ movement in prostate cancer patients using portal images,"Stroom, JC ; Kroonwijk, M ; Pasma, KL ; Koper, PCM ; van Dieren, EB ; Heijmen, BJM",6,35,10
2000,10.1118/1.598914,Direct measurement and analytical modeling of scatter in portal imaging,"Spies, L ; Evans, PM ; Partridge, M ; Hansen, VN ; Bortfeld, T",5,46,10
2000,10.1118/1.598915,"Total scatter factors and tissue maximum ratios for small radiosurgery fields: Comparison of diode detectors, a parallel-plate ion chamber, and radiographic film","Zhu, XR ; Allen, JJ ; Shi, J ; Simon, WE",4,51,6
2000,10.1118/1.598916,The effect of dose calculation uncertainty on the evaluation of radiotherapy plans,"Keall, PJ ; Siebers, JV ; Jeraj, R ; Mohan, R",4,69,7
2000,10.1118/1.598917,"Accurate condensed history Monte Carlo simulation of electron transport. I. EGSnrc, the new EGS4 version","Kawrakow, I",1,821,14
2000,10.1118/1.598918,Accurate condensed history Monte Carlo simulation of electron transport. II. Application to ion chamber response simulations,"Kawrakow, I",1,177,15
2000,10.1118/1.598919,Electron spectra derived from depth dose distributions,"Faddegon, BA ; Blevis, I",2,31,13
2000,10.1118/1.598920,Partially wedged radiation beams,"Muren, LP ; Hafslund, R ; Murman, A ; Valen, H ; Dahl, O",5,5,8
2000,10.1118/1.598921,Use of low-pressure tissue equivalent proportional counters for the dosimetry of neutron beams used in BNCT and BNCEFNT,"Kota, C ; Maughan, RL ; Tattam, D ; Beynon, TD",4,17,14
2000,10.1118/1.598922,Computational validation of the stereology principle applied to the microdosimetry of boron neutron capture therapy,"Yam, CS ; Zamenhof, RG",2,1,9
2000,10.1118/1.598895,Full breast digital mammography with an amorphous silicon-based flat panel detector: Physical characteristics of a clinical prototype,"Vedantham, S ; Karellas, A ; Suryanarayanan, S ; Albagli, D ; Han, S ; Tkaczyk, EJ ; Landberg, CE ; Opsahl-Ong, B ; Granfors, PR ; Levis, I ; D'Orsi, CJ ; Hendrick, RE",12,264,10
2000,10.1118/1.598896,Digital mammography image simulation using Monte Carlo,"Peplow, DE ; Verghese, K",2,21,12
2000,10.1118/1.598897,Trainable rule-based algorithm for the measurement of joint space width in digital radiographic images of the knee,"Duryea, J ; Li, J ; Peterfy, CG ; Gordon, C ; Genant, HK",5,146,12
2000,10.1118/1.598898,Knowledge-based segmentation of thoracic computed tomography images for assessment of split lung function,"Brown, MS ; Goldin, JG ; McNitt-Gray, MF ; Greaser, LE ; Sapra, A ; Li, KT ; Sayre, JW ; Martin, K ; Aberle, DR",9,56,7
2000,10.1118/1.598899,"A hybrid, inverse approach to the design of magnetic resonance imaging magnets","Zhao, HW ; Crozier, S ; Doddrell, DM",3,28,9
2000,10.1118/1.598900,Quantitative planar imaging method for measurement of renal activity by using a conjugate-emission image and transmission data,"Kojima, A ; Ohyama, Y ; Tomiguchi, S ; Kira, M ; Matsumoto, M ; Takahashi, M ; Motomura, N ; Ichihara, T",8,7,8
2000,10.1118/1.598923,Recommendations of the American Association of Physicists in Medicine on <SUP>103</SUP>Pd interstitial source calibration and dosimetry:: Implications for dose specification and prescription,"Williamson, JF ; Coursey, BM ; DeWerd, LA ; Hanson, WF ; Nath, R ; Rivard, MJ ; Ibbott, G",7,51,9
2000,10.1118/1.598924,Monte Carlo modeling of the transverse-axis dose distribution of the Model 200 <SUP>103</SUP>Pd interstitial brachytherapy source,"Williamson, JF",1,84,12
2000,10.1118/1.598925,Measurement of dose-rate constant for <SUP>103</SUP>Pd seeds with air kerma strength calibration based upon a primary national standard,"Nath, R ; Yue, N ; Shahnazi, K ; Bongiorni, PJ",4,39,4
2000,10.1118/1.598927,"A high-precision, high-resolution and fast dosimetry system for beta sources applied in cardiovascular brachytherapy","Bambynek, M ; Flühs, D ; Quast, U ; Wegener, D ; Soares, CG",5,33,6
2000,10.1118/1.598929,Electronic portal imaging with an avalanche-multiplication-based video camera,"Pang, G ; Rowlands, JA",2,10,9
2000,10.1118/1.598930,Treatment planning algorithm corrections accounting for random setup uncertainties in fractionated stereotactic radiotherapy,"Zavgorodni, SF",1,12,6
2000,10.1118/1.598931,Optimization of inverse treatment planning using a fuzzy weight function,"Li, RP ; Yin, FF",2,23,10
2000,10.1118/1.598932,Algorithms and functionality of an intensity modulated radiotherapy optimization system,"Wu, QW ; Mohan, R",2,215,11
2000,10.1118/1.598933,A method for achieving variable widths of the spread-out Bragg peak using a ridge filter,"Nakagawa, T ; Yoda, K",2,5,4
2000,10.1118/1.598934,Ridge filter design and optimization for the broad-beam three-dimensional irradiation system for heavy-ion radiotherapy,"Schaffner, B ; Kanai, T ; Futami, Y ; Shimbo, M ; Urakabe, E",5,41,9
2000,10.1118/1.598935,Quality management of medical physics issues at the German heavy ion therapy project,"Karger, CP ; Hartmann, GH ; Jäkel, O ; Heeg, P",4,31,12
