year,doi,title,authors,number.authors,citations,source.pages.count
1999,10.1088/0031-9155/44/8/314,Application of near-infrared time-resolved spectroscopy to rat liver - a preliminary report for surgical application,"Kitai, T ; Miwa, M ; Liu, HL ; Beauvoit, B ; Chance, B ; Yamaoka, Y",6,22,13
1999,10.1088/0031-9155/44/8/315,Feasibility of reading LIF thermoluminescent dosimeters by electron spin resonance,"Breen, SL ; Battista, JJ",2,1,7
1999,10.1088/0031-9155/44/8/316,Comparison of the spectral biologically effective solar ultraviolet in adjacent tree shade and sun,"Parisi, AV ; Kimlin, MG",2,27,10
1999,10.1088/0031-9155/44/8/317,Linear transformations of data space in MEG,"Gross, J ; Ioannides, AA",2,73,17
1999,10.1088/0031-9155/44/8/401,On the possibility of determining an effective energy spectrum of clinical electron beams from percentage depth dose (PDD) data of broad beams,"Luo, ZM ; Jette, D",2,22,6
1999,10.1088/0031-9155/44/8/402,Efficient SPECT scatter calculation in non-uniform media using correlated Monte Carlo simulation,"Beekman, FJ ; de Jong, HWAM ; Slijpen, ETP",3,39,10
1999,10.1088/0031-9155/44/9/301,Calculation of absorbed dose and biological effectiveness from photonuclear reactions in a bremsstrahlung beam of end point 50 MeV,"Gudowska, I ; Brahme, A ; Andreo, P ; Gudowski, W ; Kierkegaard, J",5,20,27
1999,10.1088/0031-9155/44/9/302,Standard effective doses for proliferative tumours,"Jones, LC ; Metcalfe, P ; Hoban, P ; Fox, C",4,2,16
1999,10.1088/0031-9155/44/9/303,Assessment of new small-field detectors against standard-field detectors for practical stereotactic beam data acquisition,"McKerracher, C ; Thwaites, DI",2,112,18
1999,10.1088/0031-9155/44/9/304,General collection efficiency in liquid iso-octane and tetramethylsilane used as sensitive media in a thimble ionization chamber,"Johansson, BE ; Bahar-Gogani, J ; Wickman, G",3,2,10
1999,10.1088/0031-9155/44/9/305,Mixing intensity modulated electron and photon beams: combining a steep dose fall-off at depth with sharp and depth-independent penumbras and fiat beam profiles,"Korevaar, EW ; Heijmen, BJM ; Woudstra, E ; Huizenga, H ; Brahme, A",5,18,11
1999,10.1088/0031-9155/44/9/306,A diamond detector in the dosimetry of high-energy electron and photon beams,"Laub, WU ; Kaulich, TW ; Nüsslin, F",3,72,10
1999,10.1088/0031-9155/44/9/307,Water phantom backscatter factors for x-rays in the 60 kV to 300 kV region,"Tomljenovic, II ; Ninkovic, MM ; Bek-Uzarov, D ; Stankovic, SJ ; Kovacevic, M",5,5,8
1999,10.1088/0031-9155/44/9/308,Derivation of linear attenuation coefficients from CT numbers for low-energy photons,"Watanabe, Y",1,72,11
1999,10.1088/0031-9155/44/9/309,An EGS4-ready tomographic computational model of a 14-year-old female torso for calculating organ doses from CT examinations,"Caon, M ; Bibbo, G ; Pattison, J",3,86,13
1999,10.1088/0031-9155/44/9/310,Personal monitoring of <SUP>218</SUP>Po and <SUP>214</SUP>Po radionuclide deposition onto individuals under normal environmental exposure conditions,"Eatough, JP ; Worley, A ; Moss, GR",3,10,13
1999,10.1088/0031-9155/44/9/311,A neural network to predict symptomatic lung injury,"Munley, MT ; Lo, JY ; Sibley, GS ; Bentel, GC ; Anscher, MS ; Marks, LB",6,27,9
1999,10.1088/0031-9155/44/9/312,Beam-orientation customization using an artificial neural network,"Rowbottom, CG ; Webb, S ; Oldham, M",3,55,12
1999,10.1088/0031-9155/44/9/313,Factors affecting <i>in vivo</i> measurement precision and accuracy of <SUP>109</SUP>Cd K x-ray fluorescence measurements,"McNeill, FE ; Stokes, L ; Chettle, DR ; Kaye, WE",4,26,11
1999,10.1088/0031-9155/44/9/314,Forward problem solution of electromagnetic source imaging using a new BEM formulation with high-order elements,"Gençer, NG ; Tanzer, IO",2,37,13
1999,10.1088/0031-9155/44/9/315,Spatial regularization applied to factor analysis of medical image sequences (FAMIS),"Frouin, F ; De Cesare, A ; Bouchareb, Y ; Todd-Pokropek, A ; Herment, A",5,14,18
1999,10.1088/0031-9155/44/9/316,Monte Carlo simulation of an optical coherence tomography signal in homogeneous turbid media,"Yao, G ; Wang, LHV",2,158,14
1999,10.1088/0031-9155/44/9/317,Stopping-power ratios for clinical electron beams from a scatter-foil linear accelerator,"Kapur, A ; Ma, CM",2,13,21
1999,10.1088/0031-9155/44/9/318,The dielectric properties of neutron irradiated snake venom and its pathological impact,"Hanafy, MS ; Rahmy, NA ; Abd El-Khalek, MM",3,2,22
1999,10.1088/0031-9155/44/9/401,A magnetic field control system for a variable field NMR spectrometer,"Callicott, C",1,2,7
1999,10.1088/0031-9155/44/9/402,Verification of a pencil beam based treatment planning system:: output factors for open photon beams shaped with MLC or blocks,"Hansson, H ; Björk, P ; Knöös, T ; Nilsson, P",4,10,7
1999,,Calculation of change in brain temperatures due to exposure to a mobile phone,"Van Leeuwen, GMJ ; Lagendijk, JJW ; Van Leersum, BJAM ; Zwamborn, APM ; Hornsleth, SN ; Kotte, ANTJ",6,199,13
1999,10.1088/0031-9155/44/10/302,Optical scattering in camera-based electronic portal imaging,"Partridge, M ; Evans, PM ; Symonds-Tayler, JRN",3,19,16
1999,10.1088/0031-9155/44/10/303,Fast spectroscopic imaging for non-invasive thermometry using the Pr[MOE-DO3A] complex,"Hentschel, M ; Dreher, W ; Wust, P ; Röll, S ; Leibfritz, D ; Felix, R",6,19,12
1999,10.1088/0031-9155/44/10/304,Resistivity and phase in localized BIA,"Shiffman, CA ; Aaron, R ; Amoss, V ; Therrien, J ; Coomler, K",5,52,21
1999,10.1088/0031-9155/44/10/305,Experimental 3D dosimetry around a high-dose-rate clinical <SUP>192</SUP>Ir source using a polyacrylamide gel (PAG) dosimeter,"McJury, M ; Tapper, PD ; Cosgrove, VP ; Murphy, PS ; Griffin, S ; Leach, MO ; Webb, S ; Oldham, M",8,47,14
1999,10.1088/0031-9155/44/10/306,Transmission measurements in air using the ESTRO mini-phantom,"Johnsson, SA ; Ceberg, CP ; Knöös, T ; Nilsson, P",4,12,6
1999,10.1088/0031-9155/44/10/307,Near-infrared optical properties of <i>ex vivo</i> human uterus determined by the Monte Carlo inversion technique,"Ripley, PM ; Laufer, JG ; Gordon, AD ; Connell, RJ ; Bown, SG",5,16,12
1999,10.1088/0031-9155/44/10/308,A new statistical method for transfer coefficient calculations in the framework of the general multiple-compartment model of transport for radionuclides in biological systems,"Garcia, F ; Arruda-Neto, JDT ; Manso, MV ; Helene, OM ; Vanin, VR ; Rodriguez, O ; Mesa, J ; Likhachev, VP ; Pereira, JW ; Deppman, A ; Perez, G ; Guzman, F ; de Camargo, SP",13,4,19
1999,10.1088/0031-9155/44/10/309,Attenuation correction in SPECT using consistency conditions for the exponential ray transform,"Mennessier, C ; Noo, F ; Clackdoyle, R ; Bal, G ; Desbat, L",5,28,28
1999,10.1088/0031-9155/44/10/310,Optimization of the arthroscopic indentation instrument for the measurement of thin cartilage stiffness,"Lyyra-Laitinen, T ; Niinimäki, M ; Töyräs, J ; Lindgren, R ; Kiviranta, I ; Jurvelin, JS",6,42,14
1999,10.1088/0031-9155/44/10/311,Optimization of importance factors in inverse planning,"Xing, L ; Li, JG ; Donaldson, S ; Le, QT ; Boyer, AL",5,212,12
1999,10.1088/0031-9155/44/10/312,Optimal photon energies for IUdR K edge radiosensitization with filtered x-ray and radioisotope sources,"Karnas, SJ ; Yu, E ; McGarry, RC ; Battista, JJ",4,38,13
1999,10.1088/0031-9155/44/10/313,Cardiac biomagnetic source estimation with a heart-torso model and a trained neural network,"Ramon, C ; Casem, M",2,1,13
1999,10.1088/0031-9155/44/10/314,Bioelectromagnetic localization of a pacing catheter in the heart,"Pesola, K ; Nenonen, J ; Fenici, R ; Lötjönen, J ; Mäkijärvi, M ; Fenici, P ; Korhonen, P ; Lauerma, K ; Valkonen, M ; Toivonen, L ; Katila, T",11,21,14
1999,10.1088/0031-9155/44/10/315,Effect of dominant features on neural network performance in the classification of mammographic lesions,"Huo, ZM ; Giger, ML ; Metz, CE",3,23,17
1999,10.1088/0031-9155/44/10/316,Megavoltage CT on a tomotherapy system,"Ruchala, KJ ; Olivera, GH ; Schloesser, EA ; Mackie, TR",4,217,25
1999,10.1088/0031-9155/44/10/317,A spline-regularized minimal residual algorithm for iterative attenuation correction in SPECT,"Pélégrini, M ; Buvat, I ; Benali, H ; El Fakhri, G ; Grangeat, P ; Di Paola, R",6,3,20
1999,10.1088/0031-9155/44/10/318,Implementation and quantitative evaluation of analytical methods for attenuation correction in SPECT: a phantom study,"Shinohara, H ; Yamamoto, T ; Kuniyasu, Y ; Hashimoto, T ; Yokoi, T",5,6,13
1999,10.1088/0031-9155/44/10/319,Geometrical models of left ventricular contraction from MRI of the normal and spontaneously hypertensive rat heart,"Wise, RG ; Huang, CLH ; Al-Shafei, AIM ; Carpenter, TA ; Hall, LD",5,12,20
1999,10.1088/0031-9155/44/10/320,A new polymer gel for magnetic resonance imaging (MRI) radiation dosimetry,"Pappas, E ; Maris, T ; Angelopoulos, A ; Paparigopoulou, M ; Sakelliou, L ; Sandilos, P ; Voyiatzi, S ; Vlachos, L",8,121,8
1999,10.1088/0031-9155/44/10/401,Dose quality assurance for stereotactic radiotherapy treatments,"Perks, J ; Rosenberg, I ; Warrington, J",3,6,7
1999,10.1088/0031-9155/44/10/402,An equation describing spread of membrane potential changes in a short segment of blood vessel,"Crane, GJ ; Neild, TO",2,11,5
1999,10.1088/0031-9155/44/10/403,Development of collimator insert for linac based stereotactic irradiation,"Singh, IRR ; Brindha, S ; Ravindran, BP ; John, S ; Rajshekhar, V ; Rangad, FV ; Roul, RK",7,1,9
1999,10.1088/0031-9155/44/11/201,Dose calculations for external photon beams in radiotherapy,"Ahnesjö, A ; Aspradakis, MM",2,337,57
1999,10.1088/0031-9155/44/11/301,<i>In vivo</i> determination of the optical properties of muscle with time-resolved reflectance using a layered model,"Kienle, A ; Glanzmann, T",2,87,14
1999,10.1088/0031-9155/44/11/302,Optical tomographic reconstruction in a complex head model using <i>a priori</i> region boundary information,"Schweiger, M ; Arridge, SR",2,129,19
1999,,Characterization of enzymatically induced degradation of articular cartilage using high frequency ultrasound,"Töyräs, J ; Rieppo, J ; Nieminen, MT ; Helminen, HJ ; Jurvelin, JS",5,140,11
1999,10.1088/0031-9155/44/11/304,An application of GafChromic MD-55 film for 67.5 MeV clinical proton beam dosimetry,"Daftari, I ; Castenadas, C ; Petti, PL ; Singh, RP ; Verhey, LJ",5,32,11
1999,10.1088/0031-9155/44/11/305,Study on the propagation of ultra-short pulse light in cylindrical optical phantoms,"Sassaroli, A ; Martelli, F ; Imai, D ; Yamada, Y",4,17,17
1999,10.1088/0031-9155/44/11/306,Design and construction of a ripple filter for a smoothed depth dose distribution in conformal particle therapy,"Weber, U ; Kraft, G",2,136,11
1999,10.1088/0031-9155/44/11/307,Analytic characterization of linear accelerator radiosurgery dose distributions for fast optimization,"Meeks, SL ; Bova, FJ ; Buatti, JM ; Friedman, WA ; Eyster, B ; Kendrick, LA",6,9,11
1999,10.1088/0031-9155/44/11/308,Dosimetry techniques for narrow proton beam radiosurgery,"Vatnitsky, SM ; Miller, DW ; Moyers, MF ; Levy, RP ; Schulte, RW ; Slater, JD ; Slater, JM",7,50,13
1999,10.1088/0031-9155/44/11/309,On the initial angular variances of clinical electron beams,"van Battum, LJ ; Huizenga, H",2,10,18
1999,10.1088/0031-9155/44/11/310,Experimental comparison of data transformation procedures for analysis of principal components,"Sámal, M ; Kárny, M ; Benali, H ; Backfrieder, W ; Todd-Pokropek, A ; Bergmann, H",6,22,14
1999,10.1088/0031-9155/44/11/311,Ordered subsets algorithms for transmission tomography,"Erdogan, H ; Fessler, JA",2,449,17
1999,10.1088/0031-9155/44/11/312,Phase contrast enhancement of x-ray mammography: a design study,"Kotre, CJ ; Birch, IP",2,78,14
1999,10.1088/0031-9155/44/11/401,1D dynamic beam modulation: methods to counteract inertia effects,"Corletto, D ; Broggi, S ; Fiorino, C ; Mangili, P ; Calandrino, R ; Lev, A ; Gennari, D ; Rudello, F",8,2,9
1999,10.1088/0031-9155/44/11/402,Uncertainty analysis in polymer gel dosimetry,"Baldock, C ; Murry, P ; Kron, T",3,59,4
1999,10.1088/0031-9155/44/12/201,Monte Carlo modelling of electron beams from medical accelerators,"Ma, CM ; Jiang, SB",2,132,33
1999,10.1088/0031-9155/44/12/301,Rapid imaging of free radicals <i>in vivo</i> using field cycled PEDRI,"Puwanich, P ; Lurie, DJ ; Foster, MA",3,11,11
1999,10.1088/0031-9155/44/12/302,Investigation of scattered radiation in 3D whole-body positron emission tomography using Monte Carlo simulations,"Adam, LE ; Karp, JS ; Brix, G",3,66,17
1999,10.1088/0031-9155/44/12/303,Photon migration in non-scattering tissue and the effects on image reconstruction,"Dehghani, H ; Delpy, DT ; Arridge, SR",3,69,10
1999,10.1088/0031-9155/44/12/304,Characteristics of low-angle x-ray scattering from some biological samples,"Elshemey, WM ; Elsayed, AA ; El-Lakkani, A",3,18,9
1999,10.1088/0031-9155/44/12/305,Calculation of a pencil beam kernel from measured photon beam data,"Storchi, PRM ; van Battum, LJ ; Woudstra, E",3,69,12
1999,10.1088/0031-9155/44/12/306,On the design of the coronary arterial tree: a generalization of Murray's law,"Zhou, YF ; Kassab, GS ; Molloi, S",3,158,17
1999,10.1088/0031-9155/44/12/307,Lifetime ultraviolet exposure estimates for selected population groups in south-east Queensland,"Parisi, AV ; Meldrum, LR ; Wong, JCF ; Aitken, J ; Fleming, RA",5,12,7
1999,10.1088/0031-9155/44/12/308,Stochastic optimization of intensity modulated radiotherapy to account for uncertainties in patient sensitivity,"Kåver, G ; Lind, BK ; Löf, J ; Liander, A ; Brahme, A",5,13,15
1999,10.1088/0031-9155/44/12/309,Determination of equivalent photon fields through integrated 1D convolution kernels,"McCurdy, BMC ; Pistorius, S",2,6,15
1999,10.1088/0031-9155/44/12/310,Monitor unit calculation on the beam axis of open and wedged asymmetric high-energy photon beams,"Georg, D",1,8,21
1999,10.1088/0031-9155/44/12/311,Comparison of EGS4 and MCNP4b Monte Carlo codes for generation of photon phase space distributions for a Varian 2100C,"Siebers, JV ; Keall, PJ ; Libby, B ; Mohan, R",4,85,18
1999,10.1088/0031-9155/44/12/312,Monte Carlo simulations of the use of isotropic light dosimetry probes to monitor energy fluence in biological tissues,"de Jode, ML",1,11,11
1999,10.1088/0031-9155/44/12/313,Experimental investigation of a fast Monte Carlo photon beam dose calculation algorithm,"Fippel, M ; Laub, W ; Huber, B ; Nüsslin, F",4,44,16
1999,10.1088/0031-9155/44/12/314,A new approach to film dosimetry for high-energy photon beams using organic plastic scintillators,"Yeo, IJ ; Wang, CKC ; Burch, SE",3,12,15
1999,10.1088/0031-9155/44/12/315,Hydraulic analysis of the functional properties of saline-jet aspiration thrombectomy catheters,"Yamauchi, T ; Furui, S ; Kohtake, H ; Harasawa, A ; Kaminaga, T ; Tanaka, H ; Takeshita, T",7,1,8
1999,10.1088/0031-9155/44/12/402,Monte Carlo modelling of a virtual wedge,"Verhaegen, F ; Das, IJ",2,22,9
1999,10.1088/0031-9155/44/12/403,A comparison of two methods for measuring the signal to noise ratio on MR images,"Firbank, MJ ; Coulthard, A ; Harrison, RM ; Williams, ED",4,216,4
2000,10.1088/0031-9155/45/1/301,Electron contamination from the lead cutout used in kilovoltage radiotherapy,"Lee, CHM ; Chan, KKD",2,22,8
2000,10.1088/0031-9155/45/1/302,Implementation of pencil kernel and depth penetration algorithms for treatment planning of proton beams,"Russell, KR ; Isacsson, U ; Saxner, M ; Ahnesjö, A ; Montelius, A ; Grusell, E ; Dahlgren, CV ; Lorin, S ; Glimelius, B",9,57,19
2000,10.1088/0031-9155/45/1/303,Experimental partial and total kerma coefficients for aluminium at incident neutron energies from reaction thresholds to 65 MeV,"Benck, S ; Slypen, I ; Meulders, JP ; Coralciuc, V",4,5,20
2000,10.1088/0031-9155/45/1/304,On the optimal energy of epithermal neutron beams for BNCT,"Bisceglie, E ; Colangelo, P ; Colonna, N ; Santorelli, P ; Variale, V",5,33,10
2000,10.1088/0031-9155/45/1/305,"Study of moderator thickness for an accelerator-based neutron irradiation facility for boron neutron capture therapy using the <SUP>7</SUP>Li(p, n) reaction near threshold","Zimin, S ; Allen, BJ",2,9,9
2000,10.1088/0031-9155/45/1/306,Iterative approaches to dose optimization in tomotherapy,"Shepard, DM ; Olivera, GH ; Reckwerdt, PJ ; Mackie, TR",4,138,22
2000,10.1088/0031-9155/45/1/307,Variance in parametric images: direct estimation from parametric projections,"Maguire, RP ; Spyrou, NM ; Leenders, KL",3,1,12
2000,10.1088/0031-9155/45/1/308,Oxygen consumption through metabolism and photodynamic reactions in cells cultured on microbeads,"Schunck, T ; Poulet, P",2,10,17
2000,10.1088/0031-9155/45/1/309,Influence of thyroid volume reduction on calculated dose in radioiodine therapy of Graves' hyperthyroidism,"Traino, AC ; Di Martino, F ; Lazzeri, M ; Stabin, MG",4,30,9
2000,10.1088/0031-9155/45/1/310,Towards the elimination of Monte Carlo statistical fluctuation from dose volume histograms for radiotherapy treatment planning,"Sempau, J ; Bielajew, AF",2,27,27
2000,10.1088/0031-9155/45/1/311,Treatment plan comparison using equivalent uniform biologically effective dose (EUBED),"Jones, LC ; Hoban, PW",2,51,12
2000,10.1088/0031-9155/45/1/312,Determining clinical photon beam spectra from measured depth dose with the Cimmino algorithm,"Bloch, P ; Altschuler, MD ; Bjärngard, BE ; Kassaee, A ; McDonough, J",5,8,13
2000,10.1088/0031-9155/45/1/313,"Traceable calibration of ultraviolet meters used with broadband, extended sources","Coleman, AJ ; Collins, M ; Saunders, JE",3,15,12
2000,10.1088/0031-9155/45/1/314,"Characterization of a high-elbow, fluoroscopic electronic portal imaging device for portal dosimetry","de Boer, JCJ ; Heijmen, BJM ; Pasma, KL ; Visser, AG",4,37,20
2000,10.1088/0031-9155/45/1/315,Estimating achievable signal-to-noise ratios of MRI transmit-receive coils from radiofrequency power measurements: applications in quality control,"Redpath, TW ; Wiggins, CJ",2,15,11
2000,10.1088/0031-9155/45/1/316,Contamination of <i>in vivo</i> bone-lead measurements,"Todd, AC",1,35,12
2000,10.1088/0031-9155/45/1/317,Stochastic risk estimate for barium radiological examinations in Malaga (Spain),"Ruiz-Cruces, R ; Perez-Martinez, M ; Tort, I ; Ruiz, F ; Quesada, P ; de los Ríos, AD",6,4,12
2000,10.1088/0031-9155/45/2/201,Prospects for <i>in vivo</i> Raman spectroscopy,"Hanlon, EB ; Manoharan, R ; Koo, TW ; Shafer, KE ; Motz, JT ; Fitzmaurice, M ; Kramer, JR ; Itzkan, I ; Dasari, RR ; Feld, MS",10,773,59
2000,10.1088/0031-9155/45/2/101,A quantitative approach to the dielectric properties of the skin,"Raicu, V ; Kitagawa, N ; Irimajiri, A",3,62,4
2000,10.1088/0031-9155/45/2/301,Electron fluence perturbation correction factors for solid state detectors irradiated in megavoltage electron beams,"Mobit, PN ; Sandison, GA ; Nahum, AE",3,9,11
2000,10.1088/0031-9155/45/2/302,Photon fluence perturbation correction factors for solid state detectors irradiated in kilovoltage photon beams,"Mobit, PN ; Sandison, GA ; Nahum, AE",3,9,11
2000,10.1088/0031-9155/45/2/303,Tumour control probability: a formulation applicable to any temporal protocol of dose delivery,"Zaider, M ; Minerbo, GN",2,137,15
2000,10.1088/0031-9155/45/2/304,Feasibility of penumbra compensating filters for conformal prostate radiotherapy,"Cadman, P ; Sidhu, NPS",2,2,10
2000,10.1088/0031-9155/45/2/305,Optimum beam configurations in tomographic intensity modulated radiation therapy,"Braunstein, M ; Levine, RY",2,12,24
2000,10.1088/0031-9155/45/2/306,3D cone-beam CT reconstruction for circular trajectories,"Grass, M ; Köhler, T ; Proksa, R",3,160,19
2000,10.1088/0031-9155/45/2/307,Personal exposure distribution of solar erythemal ultraviolet radiation in tree shade over summer,"Parisi, AV ; Kimlin, MG ; Wong, JCF ; Wilson, M",4,30,8
2000,10.1088/0031-9155/45/2/308,Point kernels and superposition methods for scatter dose calculations in brachytherapy,"Carlsson, ÅK ; Ahnesjö, A",2,41,26
2000,10.1088/0031-9155/45/2/309,Dose rate calculations around <SUP>192</SUP>Ir brachytherapy sources using a Sievert integration model,"Karaiskos, P ; Angelopoulos, A ; Baras, P ; Rozaki-Mavrouli, H ; Sandilos, P ; Vlachos, L ; Sakelliou, L",7,22,16
2000,10.1088/0031-9155/45/2/310,On the equivalence of rotational and concentric therapy,"Papiez, L",1,4,11
2000,10.1088/0031-9155/45/2/311,Photon beam characterization and modelling for Monte Carlo treatment planning,"Deng, J ; Jiang, SB ; Kapur, A ; Li, JS ; Pawlicki, T ; Ma, CM",6,114,17
2000,10.1088/0031-9155/45/2/312,Hardware-sensitive optimization for intensity modulated radiotherapy,"Cho, PS ; Marks, RJ",2,41,12
2000,10.1088/0031-9155/45/2/313,Viability of the EUD and TCP concepts as reliable dose indicators,"Ebert, MA",1,44,17
2000,10.1088/0031-9155/45/2/314,Correlation between CT numbers and tissue parameters needed for Monte Carlo simulations of clinical dose distributions,"Schneider, W ; Bortfeld, T ; Schlegel, W",3,651,20
2000,10.1088/0031-9155/45/2/315,Production of new thermoluminescent mini-dosimeters,"Martin, S ; Lisbona, A ; Richard, J ; Morteau, S ; Denizot, B ; Bardiès, M",6,10,16
2000,10.1088/0031-9155/45/2/316,Verification of dynamic multileaf collimation using an electronic portal imaging device,"James, HV ; Atherton, S ; Budgell, GJ ; Kirby, MC ; Williams, PC",5,60,15
2000,10.1088/0031-9155/45/2/317,The measurement of proton stopping power using proton-cone-beam computed tomography,"Zygmanski, P ; Gall, KP ; Rabin, MSZ ; Rosenthal, SJ",4,96,18
2000,10.1088/0031-9155/45/2/318,Physical properties of hydrated tissue determined by surface interferometry of laser-induced thermoelastic deformation,"Dark, ML ; Perelman, LT ; Itzkan, I ; Schaffer, JL ; Field, MS",5,25,11
2000,10.1088/0031-9155/45/2/319,Modelling infrared temperature measurements: implications for laser irradiation and cryogen cooling studies,"Choi, B ; Pearce, JA ; Welch, AJ",3,19,17
2000,10.1088/0031-9155/45/3/301,"Determination of absorbed dose to water in reference conditions for radiotherapy kilovoltage x-rays between 10 and 300 kV: a comparison of the data in the IAEA, IPEMB, DIN and NCS dosimetry protocols","Peixoto, JGP ; Andreo, P",2,20,13
2000,10.1088/0031-9155/45/3/302,Experimental partial and total kerma coefficients for carbon deduced from microscopic cross sections at incident neutron energies below 75 MeV,"Slypen, I ; Benck, S ; Meulders, JP ; Corcalciuc, V",4,7,21
2000,,Effective point of measurement of cylindrical ionization chambers for heavy charged particles,"Jäkel, O ; Hartmann, GH ; Heeg, P ; Schardt, D",4,22,9
2000,10.1088/0031-9155/45/3/304,A method of improving the spatial resolution of treatments that involve a multileaf collimator,"Evans, PM ; Partridge, M",2,17,14
2000,10.1088/0031-9155/45/3/305,A solution to the long-object problem in helical cone-beam tomography,"Defrise, M ; Noo, F ; Kudo, H",3,141,21
2000,10.1088/0031-9155/45/3/306,Exact analytical solution of the convolution integral equation for a general profile fitting function and Gaussian detector kernel,"García-Vicente, F ; Delgado, JM ; Rodríguez, C",3,46,6
2000,10.1088/0031-9155/45/3/307,"Experimental kerma coefficients and dose distributions of C, N, O, Mg, Al, Si, Fe, Zr, A-150 plastic, Al<sub>2</sub>O<sub>3</sub>, AlN, SiO<sub>2</sub>, and ZrO<sub>2</sub> for neutron energies up to 66 MeV","Schrewe, UJ ; Newhauser, WD ; Brede, HJ ; DeLuca, PM",4,15,33
2000,10.1088/0031-9155/45/3/308,Comparative dosimetry in narrow high-energy photon beams,"Westermark, M ; Arndt, J ; Nilsson, B ; Brahme, A",4,162,18
2000,10.1088/0031-9155/45/3/309,"Radial dose functions for <SUP>103</SUP>Pd, <SUP>125</SUP>I, <SUP>169</SUP>Yb and <SUP>192</SUP>Ir brachytherapy sources:: an EGS4 Monte Carlo study","Mainegra, E ; Capote, R ; López, E",3,21,15
2000,10.1088/0031-9155/45/3/310,Linear programming based on neural networks for radiotherapy treatment planning,"Wu, XG ; Zhu, YP ; Luo, LM",3,11,10
2000,10.1088/0031-9155/45/3/311,An efficient method of measuring the 4 mm helmet output factor for the Gamma Knife,"Ma, LJ ; Li, XA ; Yu, CX",3,22,5
2000,10.1088/0031-9155/45/3/312,Spectrophotometric assessment of pigmented skin lesions: methods and feature selection for evaluation of diagnostic performance,"Wallace, VP ; Crawford, DC ; Mortimer, PS ; Ott, RJ ; Bamber, JC",5,101,17
2000,10.1088/0031-9155/45/3/313,Cryogen spray cooling during laser tissue welding,"Fried, NM ; Walsh, JT",2,15,11
2000,10.1088/0031-9155/45/3/314,Modelling individual temperature profiles from an isolated perfused bovine tongue,"Raaymakers, BW ; Crezee, J ; Lagendijk, JJW",3,33,16
2000,10.1088/0031-9155/45/3/315,Performance of a PSPMT based detector for scintimammography,"Williams, MB ; Goode, AR ; Galbis-Reig, V ; Majewski, S ; Weisenberger, AG ; Wojcik, R",6,58,20
2000,10.1088/0031-9155/45/3/316,Dosimetric implications of age related glandular changes in screening mammography,"Beckett, JR ; Kotre, CJ",2,51,13
2000,10.1088/0031-9155/45/3/401,Monitor unit calculation for an intensity modulated photon held by a simple scatter-summation algorithm,"Xing, L ; Chen, Y ; Luxton, G ; Li, JG ; Boyer, AL",5,46,7
2000,10.1088/0031-9155/45/4/301,Implementation of FFT convolution and multigrid superposition models in the FOCUS RTP system,"Miften, M ; Wiesmeyer, M ; Monthofer, S ; Krippner, K",4,77,17
2000,10.1088/0031-9155/45/4/302,Proton spectroscopic imaging of polyacrylamide gel dosimeters for absolute radiation dosimetry,"Murphy, PS ; Cosgrove, VP ; Schwarz, AJ ; Webb, S ; Leach, MO",5,20,11
2000,10.1088/0031-9155/45/4/303,Optimized MR imaging for polyacrylamide gel dosimetry,"Baustert, IC ; Oldham, M ; Smith, TAD ; Hayes, C ; Webb, S ; Leach, MO",6,30,12
2000,,An investigation of the chemical stability of a monomer/polymer gel dosimeter,"De Deene, Y ; Hanselaer, P ; De Wagter, C ; Achten, E ; De Neve, W",5,140,20
2000,10.1088/0031-9155/45/4/305,Cavity theory applied to the dosimetry of systemic radiotherapy of bone metastases,"Breen, SL ; Battista, JJ",2,7,18
2000,10.1088/0031-9155/45/4/306,An empirical model for megavoltage x-ray output factors,"Sutcliffe, JF ; O'Brien, TM ; Croft, KW",3,3,15
2000,10.1088/0031-9155/45/4/307,A neural network regression model for relative dose computation,"Wu, XG ; Zhu, YP",2,14,10
2000,10.1088/0031-9155/45/4/308,Evaluation of the validity of a convolution method for incorporating tumour movement and set-up variations into the radiotherapy treatment planning system,"McCarter, SD ; Beckham, WA",2,61,9
2000,10.1088/0031-9155/45/4/309,Computed tomography of x-ray index of refraction using the diffraction enhanced imaging method,"Dilmanian, FA ; Zhong, Z ; Ren, B ; Wu, XY ; Chapman, LD ; Orion, I ; Thomlinson, WC",7,240,14
2000,10.1088/0031-9155/45/4/310,Calculation of the neutron <i>W</i> value for neutron dosimetry below the MeV energy region,"Endo, S ; Hoshi, M ; Shizuma, K ; Takada, J ; Goodhead, DT",5,3,7
2000,10.1088/0031-9155/45/4/311,Polyvinyl alcohol-Fricke hydrogel and cryogel:: two new gel dosimetry systems with low Fe<SUP>3+</SUP> diffusion,"Chu, KC ; Jordan, KJ ; Battista, JJ ; Van Dyk, J ; Rutt, BK",5,108,15
2000,10.1088/0031-9155/45/4/312,Calibration of plane-parallel chambers and determination of <i>p</i><sub>wall</sub> for the NACP and Roos chambers for <SUP>60</SUP>Co γ-ray beams,"Palm, Å ; Mattsson, O ; Andreo, P",3,19,11
2000,10.1088/0031-9155/45/4/313,Converting absorbed dose to medium to absorbed dose to water for Monte Carlo based photon beam dose calculations,"Siebers, JV ; Keall, PJ ; Nahum, AE ; Mohan, R",4,226,13
